"call","qso_date","time_on","band","comment","n3fjp_computername","contest_id","cont","country","dxcc","cqz","class","freq","n3fjp_initials","ituz","mode","n3fjp_modecontest","operator","tx_pwr","pfx","qsl_sent","qsl_rcvd","arrl_sect","station_callsign","n3fjp_spcnum","state","n3fjp_stationid","n3fjp_transmitterid",
"W3AO","20240623","023841","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","13A","14.02649","CLR","08","CW","CW","N5CR","100","W3","N","N","MDC","W7AVM","MDC","MD","Shack-Main-Computer--ACER","0",
"KQ4R","20240623","023942","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1E","14.02649","CLR","08","CW","CW","N5CR","100","KQ4","N","N","NFL","W7AVM","NFL","FL","Shack-Main-Computer--ACER","0",
"W6UM","20240623","024005","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","W6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"KE6K","20240623","024024","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1E","14.02649","CLR","06","CW","CW","N5CR","100","KE6","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"KA2MGE","20240623","024052","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","KA2","N","N","WNY","W7AVM","WNY","NY","Shack-Main-Computer--ACER","0",
"W2LV","20240623","024227","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","5A","14.02649","CLR","08","CW","CW","N5CR","100","W2","N","N","NNJ","W7AVM","NNJ","NJ","Shack-Main-Computer--ACER","0",
"K8KSO","20240623","024339","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.02649","CLR","08","CW","CW","N5CR","100","K8","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"K0M","20240623","024404","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","K0","N","N","MO","W7AVM","MO","MO","Shack-Main-Computer--ACER","0",
"KE5ES","20240623","024427","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.02649","CLR","07","CW","CW","N5CR","100","KE5","N","N","WTX","W7AVM","WTX","TX","Shack-Main-Computer--ACER","0",
"KN7Y","20240623","024455","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1E","14.02649","CLR","06","CW","CW","N5CR","100","KN7","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"N7GV","20240623","024526","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","14.02649","CLR","06","CW","CW","N5CR","100","N7","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"K1CHR","20240623","024659","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1E","14.02649","CLR","08","CW","CW","N5CR","100","K1","N","N","NH","W7AVM","NH","NH","Shack-Main-Computer--ACER","0",
"W4NTA","20240623","024807","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.02649","CLR","08","CW","CW","N5CR","100","W4","N","N","GA","W7AVM","GA","GA","Shack-Main-Computer--ACER","0",
"W7SAA","20240623","024833","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","5A","7.074951","JMM","06","FT8","DIG","KK7BSD","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"W3AI","20240623","024934","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","4A","14.02649","CLR","08","CW","CW","N5CR","100","W3","N","N","EPA","W7AVM","EPA","PA","Shack-Main-Computer--ACER","0",
"KC7CS","20240623","025002","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","JMM","06","FT8","DIG","KK7BSD","100","KC7","N","N","AZ","W7AVM","AZ","AZ","AF9W-Field","0",
"VE7CMR","20240623","025059","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","4A","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"KC8J","20240623","025109","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","KC8","N","N","SD","W7AVM","SD","SD","Shack-Main-Computer--ACER","0",
"W7JMP","20240623","025146","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KF2JC","20240623","025222","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","KF2","N","N","WNY","W7AVM","WNY","NY","Shack-Main-Computer--ACER","0",
"W5KA","20240623","025310","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","W5","N","N","STX","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
"W6DSG","20240623","025358","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","7.074951","JMM","06","FT8","DIG","KK7BSD","100","W6","N","N","NV","W7AVM","NV","NV","AF9W-Field","0",
"K0WD","20240623","025358","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2B","14.02649","CLR","07","CW","CW","N5CR","100","K0","N","N","NE","W7AVM","NE","NE","Shack-Main-Computer--ACER","0",
"N3Y","20240623","025436","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","4A","14.02649","CLR","08","CW","CW","N5CR","100","N3","N","N","DE","W7AVM","DE","DE","Shack-Main-Computer--ACER","0",
"K9ZA","20240623","025601","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","08","CW","CW","N5CR","100","K9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"K7OWW","20240623","025701","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","7.074951","JMM","06","FT8","DIG","KK7BSD","100","K7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"WE7DW","20240623","025749","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","WE7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"AB4I","20240623","025759","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.02649","CLR","08","CW","CW","N5CR","100","AB4","N","N","VA","W7AVM","VA","VA","Shack-Main-Computer--ACER","0",
"W7OTV","20240623","025858","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","4A","7.074951","JMM","06","FT8","DIG","KK7BSD","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"W1WTO","20240623","025902","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","1D","","LMDP","08","SSB","PH","N7BCP","100","W1","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W9OB","20240623","025927","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.02649","CLR","08","CW","CW","N5CR","100","W9","N","N","IN","W7AVM","IN","IN","Shack-Main-Computer--ACER","0",
"AK7AT","20240623","025959","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2E","7.074951","JMM","06","FT8","DIG","KK7BSD","100","AK7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"NF5T","20240623","030008","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","07","CW","CW","N5CR","100","NF5","N","N","WTX","W7AVM","WTX","TX","Shack-Main-Computer--ACER","0",
"W7EK","20240623","030256","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7ASY","20240623","030331","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","NV","W7AVM","NV","NV","MINISTWO","0",
"KK7DS","20240623","030354","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","KK7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"KJ7RGW","20240623","030515","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","JMM","06","FT8","DIG","KK7BSD","100","KJ7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"KC3FHC","20240623","030656","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","3F","14.02649","CLR","08","CW","CW","N5CR","100","KC3","N","N","MDC","W7AVM","MDC","MD","Shack-Main-Computer--ACER","0",
"KD2KW","20240623","030738","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","KD2","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"VE7FG","20240623","030750","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","03","2A","7.07400","JMM","02","FT8","DIG","KK7BSD","100","VE7","N","N","BC","W7AVM","BC","BC","AF9W-Field","0",
"W6BX","20240623","030821","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1A","14.02649","CLR","06","CW","CW","N5CR","100","W6","N","N","SCV","W7AVM","SCV","CA","Shack-Main-Computer--ACER","0",
"N6JF","20240623","030905","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","N6","N","N","ID","W7AVM","ID","ID","Shack-Main-Computer--ACER","0",
"K6ZGW","20240623","030934","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","K6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"VE6FT","20240623","031008","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","04","2A","","LMDP","02","SSB","PH","N7BCP","100","VE6","N","N","AB","W7AVM","AB","AB","MINISTWO","0",
"VA6RCN","20240623","031034","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","04","1D","7.074951","JMM","02","FT8","DIG","KK7BSD","100","VA6","N","N","AB","W7AVM","AB","AB","AF9W-Field","0",
"K9SS","20240623","031101","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","08","CW","CW","N5CR","100","K9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"AA7TW","20240623","031117","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","AA7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W01CPA","20240623","031151","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","07","CW","CW","N5CR","100","W01","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"VA4ADM","20240623","031225","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","Canada","1","04","1B","14.02649","CLR","03","CW","CW","N5CR","100","VA4","N","N","MB","W7AVM","MB","MB","Shack-Main-Computer--ACER","0",
"W1TU","20240623","031312","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","3A","14.02649","CLR","08","CW","CW","N5CR","100","W1","N","N","ME","W7AVM","ME","ME","Shack-Main-Computer--ACER","0",
"K6PV","20240623","031332","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","14.02649","CLR","06","CW","CW","N5CR","100","K6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"VE7SCC","20240623","031414","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","03","3A","7.074951","JMM","02","FT8","DIG","KK7BSD","100","VE7","N","N","BC","W7AVM","BC","BC","AF9W-Field","0",
"K7ODX","20240623","031443","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","K7","N","N","UT","W7AVM","UT","UT","Shack-Main-Computer--ACER","0",
"W9CQO","20240623","031519","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","4A","14.22030","RK","08","SSB","PH","K7MHJ","100","W9","N","N","WI","W7AVM","WI","WI","N7JP-DX","0",
"N9CIQ","20240623","031526","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.02649","CLR","07","CW","CW","N5CR","100","N9","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"KG6FCT","20240623","031559","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","KG6","N","N","SV","W7AVM","SV","CA","MINISTWO","0",
"KU6S","20240623","031605","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","4A","14.02649","CLR","06","CW","CW","N5CR","100","KU6","N","N","EB","W7AVM","EB","CA","Shack-Main-Computer--ACER","0",
"N5T","20240623","031654","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","07","CW","CW","N5CR","100","N5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"N8SL","20240623","031715","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","08","CW","CW","N5CR","100","N8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"W2VL","20240623","031744","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","6A","14.02649","CLR","08","CW","CW","N5CR","100","W2","N","N","NLI","W7AVM","NLI","NY","Shack-Main-Computer--ACER","0",
"K0RV","20240623","031828","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","K0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"W6JU","20240623","031842","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","JMM","06","FT8","DIG","KK7BSD","100","W6","N","N","SB","W7AVM","SB","CA","AF9W-Field","0",
"WA2CP","20240623","031844","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","2D","","LMDP","08","SSB","PH","N7BCP","100","WA2","N","N","NLI","W7AVM","NLI","NY","MINISTWO","0",
"NV2J","20240623","031854","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.02649","CLR","08","CW","CW","N5CR","100","NV2","N","N","UT","W7AVM","UT","UT","Shack-Main-Computer--ACER","0",
"K6SNY","20240623","031933","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","14.02649","CLR","06","CW","CW","N5CR","100","K6","N","N","SCV","W7AVM","SCV","CA","Shack-Main-Computer--ACER","0",
"K7KC","20240623","031939","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3D","","LMDP","06","SSB","PH","N7BCP","100","K7","N","N","UT","W7AVM","UT","UT","MINISTWO","0",
"K3ONW","20240623","032109","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1E","14.02649","CLR","08","CW","CW","N5CR","100","K3","N","N","EPA","W7AVM","EPA","PA","Shack-Main-Computer--ACER","0",
"K2B","20240623","032145","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.02649","CLR","08","CW","CW","N5CR","100","K2","N","N","SNJ","W7AVM","SNJ","NJ","Shack-Main-Computer--ACER","0",
"KX0R","20240623","032247","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.02649","CLR","07","CW","CW","N5CR","100","KX0","N","N","WY","W7AVM","WY","WY","Shack-Main-Computer--ACER","0",
"K1TH","20240623","032314","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","K1","N","N","EMA","W7AVM","EMA","MA","Shack-Main-Computer--ACER","0",
"WA6LE","20240623","032351","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1B","14.02649","CLR","06","CW","CW","N5CR","100","WA6","N","N","SB","W7AVM","SB","CA","Shack-Main-Computer--ACER","0",
"VE6FI","20240623","032446","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","04","2E","","LMDP","02","SSB","PH","N7BCP","100","VE6","N","N","AB","W7AVM","AB","AB","MINISTWO","0",
"VE7PEY","20240623","032513","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","03","1D","7.074951","JMM","02","FT8","DIG","KK7BSD","100","VE7","N","N","BC","W7AVM","BC","BC","AF9W-Field","0",
"NG5I","20240623","032514","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","07","CW","CW","N5CR","100","NG5","N","N","STX","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
"K7SKI","20240623","032537","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","LMDP","06","SSB","PH","N7BCP","100","K7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W9XS","20240623","032551","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","08","CW","CW","N5CR","100","W9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"WW0Z","20240623","032636","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","WW0","N","N","IA","W7AVM","IA","IA","Shack-Main-Computer--ACER","0",
"K9ILS","20240623","032717","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","K9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"W0EF","20240623","032821","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","3A","7.074951","JMM","07","FT8","DIG","KK7BSD","100","W0","N","N","MN","W7AVM","MN","MN","AF9W-Field","0",
"W9SU","20240623","032851","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","08","CW","CW","N5CR","100","W9","N","N","IN","W7AVM","IN","IN","Shack-Main-Computer--ACER","0",
"K1NR","20240623","032914","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","K1","N","N","EMA","W7AVM","EMA","MA","Shack-Main-Computer--ACER","0",
"W9A","20240623","033003","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","08","CW","CW","N5CR","100","W9","N","N","IN","W7AVM","IN","IN","Shack-Main-Computer--ACER","0",
"WB0GXD","20240623","033030","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1D","14.20600","RK","07","SSB","PH","K7MHJ","100","WB0","N","N","IA","W7AVM","IA","IA","N7JP-DX","0",
"W6SG","20240623","033040","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","LMDP","06","SSB","PH","N7BCP","100","W6","N","N","SF","W7AVM","SF","CA","MINISTWO","0",
"KN6BAZ","20240623","033107","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","KN6","N","N","SCV","W7AVM","SCV","CA","Shack-Main-Computer--ACER","0",
"K5PI","20240623","033137","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","K5","N","N","STX","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
"W9AV","20240623","033201","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3B","14.02649","CLR","08","CW","CW","N5CR","100","W9","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"WA6TST","20240623","033227","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","LMDP","06","SSB","PH","N7BCP","100","WA6","N","N","ORG","W7AVM","ORG","CA","MINISTWO","0",
"N5LI","20240623","033231","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","N5","N","N","NM","W7AVM","NM","NM","Shack-Main-Computer--ACER","0",
"K4AL","20240623","033333","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.02649","CLR","08","CW","CW","N5CR","100","K4","N","N","TN","W7AVM","TN","TN","Shack-Main-Computer--ACER","0",
"N6DW","20240623","033428","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","N6","N","N","VA","W7AVM","VA","VA","Shack-Main-Computer--ACER","0",
"W7PRA","20240623","033543","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","6A","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"WB2ISS","20240623","033604","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.02649","CLR","08","CW","CW","N5CR","100","WB2","N","N","WWA","W7AVM","WWA","WA","Shack-Main-Computer--ACER","0",
"K0SW","20240623","033626","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","4A","14.20000","RK","07","SSB","PH","K7MHJ","100","K0","N","N","NE","W7AVM","NE","NE","N7JP-DX","0",
"VE3SPR","20240623","033734","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","Canada","1","04","3A","14.19700","RK","04","SSB","PH","K7MHJ","100","VE3","N","N","ONN","W7AVM","ONN","ON","N7JP-DX","0",
"KC1BDJ","20240623","033740","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.02649","CLR","08","CW","CW","N5CR","100","KC1","N","N","VT","W7AVM","VT","VT","Shack-Main-Computer--ACER","0",
"N2YO","20240623","033821","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","N2","N","N","VA","W7AVM","VA","VA","Shack-Main-Computer--ACER","0",
"N0VRS","20240623","033844","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","3A","14.19650","RK","08","SSB","PH","K7MHJ","100","N0","N","N","OH","W7AVM","OH","OH","N7JP-DX","0",
"K7NWR","20240623","033927","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1B","","LMDP","06","SSB","PH","N7BCP","100","K7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KA3PVM","20240623","034007","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.02649","CLR","08","CW","CW","N5CR","100","KA3","N","N","MDC","W7AVM","MDC","MD","Shack-Main-Computer--ACER","0",
"K0IL","20240623","034052","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","K0","N","N","NE","W7AVM","NE","NE","Shack-Main-Computer--ACER","0",
"KU9Z","20240623","034118","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.02649","CLR","08","CW","CW","N5CR","100","KU9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"WA8MOA","20240623","034334","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","08","CW","CW","N5CR","100","WA8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"W4KRN","20240623","034408","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","W4","N","N","VA","W7AVM","VA","VA","Shack-Main-Computer--ACER","0",
"W0ERH","20240623","034512","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","W0","N","N","KS","W7AVM","KS","KS","Shack-Main-Computer--ACER","0",
"KF9RX","20240623","034544","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.02649","CLR","08","CW","CW","N5CR","100","KF9","N","N","STX","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
